Class	COG	Word	Label	Count
Cluster specific core	E	4-aminobutyrate aminotransferase	4-aminobutyrate aminotransfera	2
Cluster specific core	E	amino acid carrier	amino acid carrier	3
Cluster specific core	E	catalyzes hydrolysis n2-succinylarginine n2-succinylornithine ammonia co2	catalyzes hydrolysis n2-succin	2
Cluster specific core	E	inner membrane transporter ygji	inner membrane transporter ygj	5
Cluster specific core	E	ethanolamine utilization eutl	ethanolamine utilization eutl	1
Cluster specific core	E	methylaspartate ammonia-lyase n-terminus	methylaspartate ammonia-lyase 	2
Cluster specific core	E	amino acid racemase	amino acid racemase	2
Cluster specific core	E	proton-dependent permease transports di- tripeptides	proton-dependent permease tran	3
Cluster specific core	E	l-asparagine permease	l-asparagine permease	1
Cluster specific core	E	involved pyrimidine base degradation. catalyzes physiologically reduction uracil 56-dihydrouracil dhu using nadh specific cosubstrate. catalyzes reverse reaction reduction thymine 56- dihydrothymine dht	involved pyrimidine base degra	2
Cluster specific core	E	glutathionylspermidine synthase	glutathionylspermidine synthas	4
Cluster specific core	E	gamma-glutamyltranspeptidase ec 2.3.2.2	gamma-glutamyltranspeptidase e	1
Cluster specific core	E	amino acid	amino acid	9
Cluster specific core	E	colanic acid biosynthesis acetyltransferase wcab	colanic acid biosynthesis acet	1
Cluster specific core	E	inner membrane transporter yjem	inner membrane transporter yje	4
Cluster specific core	E	catalyzes dehydration l-rhamnonate 2-keto-3- deoxy-l-rhamnonate kdr	catalyzes dehydration l-rhamno	2
Cluster specific core	E	glutamine synthetase	glutamine synthetase	1
Cluster specific core	E	pyridoxal phosphate binding	pyridoxal phosphate binding	1
Cluster specific core	E	amino acid abc transporter	amino acid abc transporter	3
Cluster specific core	D	component sos inhibitor division. accumulation sula causes rapid cessation division appearance long non-septate filaments. presence gtp binds polymerization-competent form ftsz 1 1 ratio thus inhibiting ftsz polymerization therefore preventing participating assembly z ring. mechanism prevents premature segregation damaged daughter cells division	component sos inhibitor divisi	1
Cluster specific core	D	toxin hemolytic activity towards mammalian cells. acts forming pore-like structure upon contact mammalian cells	toxin hemolytic activity towar	2
Cluster specific core	G	part abc transporter complex lsrabcd involved autoinducer 2 ai-2 import. responsible energy coupling transport	part abc transporter complex l	3
Cluster specific core	G	phosphoryl carrier	phosphoryl carrier	10
Cluster specific core	G	pts galactitol-specific	pts galactitol-specific	2
Cluster specific core	G	pts glucitol sorbitol-specific	pts glucitol sorbitol-specific	1
Cluster specific core	G	catalyzes reversible retro-aldol cleavage both 5- keto-4-deoxy-d-glucarate 2-keto-3-deoxy-d-glucarate pyruvate tartronic semialdehyde	catalyzes reversible retro-ald	2
Cluster specific core	G	glycosyl hydrolase 25	glycosyl hydrolase 25	2
Cluster specific core	G	unknown duf386	unknown duf386	1
Cluster specific core	G	melibiose sodium symporter	melibiose sodium symporter	1
Cluster specific core	G	xylose isomerase	xylose isomerase	2
Cluster specific core	G	part elfadcg-ycbuvf fimbrial operon promotes adhesion bacteria different abiotic surfaces. elfa major fimbrial produced operon	part elfadcg-ycbuvf fimbrial o	1
Cluster specific core	G	transaldolase important balance metabolites pentose-phosphate pathway	transaldolase important balanc	2
Cluster specific core	G	aldose 1-epimerase	aldose 1-epimerase	1
Cluster specific core	G	transport araj	transport araj	1
Cluster specific core	G	multifunctional includes general non sugar-specific sugar-specific components phosphoenolpyruvate-dependent sugar phosphotransferase sugar pts. major carbohydrate active-transport catalyzes phosphorylation incoming sugar substrates concomitantly translocation membrane. enzyme transfers phosphoryl group phosphoenolpyruvate pep phosphoryl carrier hpr. hpr transfers phosphoryl group phosphoryl carrier eiia transfers eiib	multifunctional includes gener	4
Cluster specific core	G	periplasmic binding laci transcriptional regulator	periplasmic binding laci trans	2
Cluster specific core	G	inner membrane metabolite transport ygcs	inner membrane metabolite tran	1
Cluster specific core	G	uptake l-rhamnose boundary membrane concomitant transport protons symport	uptake l-rhamnose boundary mem	2
Cluster specific core	G	pep-protein phosphotransferase enzyme	pep-protein phosphotransferase	3
Cluster specific core	G	alpha-amylase ec 3.2.1.1	alpha-amylase ec 3.2.1.1	3
Cluster specific core	G	proton-dependent permease transports dipeptides	proton-dependent permease tran	1
Cluster specific core	G	iia component	iia component	2
Cluster specific core	G	d-xylose transporter xylf	d-xylose transporter xylf	1
Cluster specific core	G	sugar efflux transporter	sugar efflux transporter	2
Cluster specific core	G	inner membrane abc transporter permease ycjo	inner membrane abc transporter	1
Cluster specific core	G	abc transporter periplasmic-binding yphf	abc transporter periplasmic-bi	2
Cluster specific core	G	galactosamine-specific pts enzyme iib component	galactosamine-specific pts enz	1
Cluster specific core	G	inner membrane metabolite transport ydje	inner membrane metabolite tran	1
Cluster specific core	G	l-arabinose-binding periplasmic	l-arabinose-binding periplasmi	1
Cluster specific core	G	transfers phosphoryl group	transfers phosphoryl group	10
Cluster specific core	G	general non sugar-specific component phosphoenolpyruvate-dependent sugar phosphotransferase sugar pts. major carbohydrate active-transport catalyzes phosphorylation incoming sugar substrates concomitantly translocation membrane. enzyme transfers phosphoryl group phosphoenolpyruvate pep phosphoryl carrier hpr	general non sugar-specific com	2
Cluster specific core	G	hexuronate transporter	hexuronate transporter	2
Cluster specific core	G	epimerase dehydratase	epimerase dehydratase	2
Cluster specific core	G	l-xylulose kinase	l-xylulose kinase	3
Cluster specific core	G	periplasmic alpha-amylase	periplasmic alpha-amylase	1
Cluster specific core	G	part tri-partite atp-independent periplasmic transport trap yiamno	part tri-partite atp-independe	1
Cluster specific core	G	part abc transporter complex	part abc transporter complex	6
Cluster specific core	G	involved efflux purine ribonucleosides such guanosine adenosine especially inosine. involved resistance 6-mercaptopurine	involved efflux purine ribonuc	1
Cluster specific core	G	major facilitator superfamily	major facilitator superfamily	6
Cluster specific core	G	metabolite h symporter major facilitator superfamily mfs	metabolite h symporter major f	3
Cluster specific core	G	transfer alpha-xylosyl residue alpha-xyloside xylose glucose mannose fructose maltose isomaltose nigerose kojibiose sucrose trehalose	transfer alpha-xylosyl residue	1
Cluster specific core	G	d-allose kinase	d-allose kinase	1
Cluster specific core	G	glucose-1-phosphatase inositol phosphatase	glucose-1-phosphatase inositol	1
Cluster specific core	G	pts maltose- glucose-specific	pts maltose- glucose-specific	1
Cluster specific core	G	catalyzes dehydration d-galactonate 2-keto-3- deoxy-d-galactonate	catalyzes dehydration d-galact	1
Cluster specific core	G	sucrose phosphorylase	sucrose phosphorylase	2
Cluster specific core	G	multidrug resistance mdtg	multidrug resistance mdtg	2
Cluster specific core	G	catalyzes oxidative decarboxylation 6- phosphogluconate ribulose 5-phosphate co2 concomitant reduction nadp nadph	catalyzes oxidative decarboxyl	2
Cluster specific core	G	pts cellobiose arbutin salicin-specific transporter	pts cellobiose arbutin salicin	1
Cluster specific core	G	trap dicarboxylate transporter dctp	trap dicarboxylate transporter	3
Cluster specific core	G	glycoside hydrolase	glycoside hydrolase	4
Cluster specific core	G	fructose-16-bisphosphate aldolase	fructose-16-bisphosphate aldol	2
Cluster specific core	G	catalyzes nad-dependent conversion d-erythrose 4- phosphate 4-phosphoerythronate	catalyzes nad-dependent conver	2
Cluster specific core	G	mannitol dehydrogenase	mannitol dehydrogenase	3
Cluster specific core	G	pts 2-o-a-mannosyl-d-glycerate specific transporter iiabc	pts 2-o-a-mannosyl-d-glycerate	1
Cluster specific core	G	inner membrane yqce	inner membrane yqce	1
Cluster specific core	G	sugar kinase	sugar kinase	6
Cluster specific core	G	import. responsible energy coupling transport	import. responsible energy cou	6
Cluster specific core	G	fimbrial-like adhesin	fimbrial-like adhesin	1
Cluster specific core	G	putative mutase	putative mutase	3
Cluster specific core	G	abc transporter	abc transporter	12
Cluster specific core	G	major facilitator	major facilitator	10
Cluster specific core	G	aminoimidazole riboside kinase	aminoimidazole riboside kinase	1
Cluster specific core	G	beta-glucosidase ec 3.2.1.21	beta-glucosidase ec 3.2.1.21	1
Cluster specific core	G	metabolite transport ydjk	metabolite transport ydjk	2
Cluster specific core	G	d-allose transporter	d-allose transporter	5
Cluster specific core	G	glcnac 6-p deacetylase	glcnac 6-p deacetylase	1
Cluster specific core	G	part abc transporter complex xylfgh involved xylose import. responsible energy coupling transport	part abc transporter complex x	3
Cluster specific core	G	clear involved isomerization step	clear involved isomerization s	2
Cluster specific core	G	pts nn-diacetylchitobiose-specific transporter iic	pts nn-diacetylchitobiose-spec	1
Cluster specific core	G	pts nn-diacetylchitobiose-specific transporter iib	pts nn-diacetylchitobiose-spec	1
Cluster specific core	G	pts beta-glucoside-specific transporter iiabc	pts beta-glucoside-specific tr	2
Cluster specific core	G	n-acylglucosamine 2-epimerase	n-acylglucosamine 2-epimerase	1
Cluster specific core	G	maltodextrin glucosidase	maltodextrin glucosidase	4
Cluster specific core	G	catalyzes transfer glucose udp-glucose glucose-6-phosphate form alphaalpha-11 trehalose-6-phosphate. acts retention anomeric configuration udp-sugar donor	catalyzes transfer glucose udp	1
Cluster specific core	G	inner membrane	inner membrane	4
Cluster specific core	G	ump phosphatase	ump phosphatase	1
Cluster specific core	F	catalyzes reduction fmn fmnh2 used reduce pyrimidine ruta via rut pathway	catalyzes reduction fmn fmnh2 	2
Cluster specific core	F	adenine deaminase	adenine deaminase	2
Cluster specific core	F	deoxyguanosinetriphosphate triphosphohydrolase-like	deoxyguanosinetriphosphate tri	1
Cluster specific core	F	purine permease ybby	purine permease ybby	2
Cluster specific core	F	catalyzes pyrimidine ring opening between n-3 c- 4 unusual flavin hydroperoxide-catalyzed mechanism yield ureidoacrylate peracid. cleaves pyrmidine rings directly adding oxygen atoms making toxic ureidoacrylate peracid product spontaneously reduced ureidoacrylate	catalyzes pyrimidine ring open	2
Cluster specific core	F	catalyzes hydrolysis nucleoside triphosphates preference pyrimidine deoxynucleoside triphosphates dutp dttp dctp	catalyzes hydrolysis nucleosid	2
Cluster specific core	F	dihydropyrimidine dehydrogenase	dihydropyrimidine dehydrogenas	2
Cluster specific core	F	xanthine dehydrogenase	xanthine dehydrogenase	2
Cluster specific core	F	bifunctional udp-sugar hydrolase 5-nucleotidase periplasmic	bifunctional udp-sugar hydrola	2
Cluster specific core	F	cytosine purines uracil thiamine allantoin	cytosine purines uracil thiami	2
Cluster specific core	F	nucleoside transporter	nucleoside transporter	1
Cluster specific core	F	xanthosine permease	xanthosine permease	2
Cluster specific core	F	reduce aminoacrylate peracid aminoacrylate. required remove toxic intermediate produce pyrimidine nitrogen degradation	reduce aminoacrylate peracid a	2
Cluster specific core	F	probably involved ribonucleotide reductase	probably involved ribonucleoti	1
Cluster specific core	F	bifunctional 23-cyclic nucleotide 2-phosphodiesterase 3-nucleotidase periplasmic	bifunctional 23-cyclic nucleot	1
Cluster specific core	F	dihydro-orotase ec 3.5.2.3	dihydro-orotase ec 3.5.2.3	1
Cluster specific core	F	vivo quickly hydrolyzes ureidoacrylate peracid avoid toxicity hydrolyzes ureidoacrylate formed spontaneously ureidoacrylate peracid. one products hydrolysis carbamate hydrolyzes spontaneously thereby releasing one pyrimidine rings nitrogen atoms ammonia one carbons co2	vivo quickly hydrolyzes ureido	1
Cluster specific core	F	involved anaerobic utilization allantoin. reinforces induction genes involved degradation allantoin glyoxylate producing glyoxylate	involved anaerobic utilization	1
Cluster specific core	I	acyl-coa dehydrogenase	acyl-coa dehydrogenase	4
Cluster specific core	I	phospholipase d	phospholipase d	1
Cluster specific core	I	amp-dependent synthetase ligase	amp-dependent synthetase ligas	3
Cluster specific core	I	3-hydroxyisobutyrate dehydrogenase	3-hydroxyisobutyrate dehydroge	1
Cluster specific core	I	methylmalonyl-coa mutase	methylmalonyl-coa mutase	5
Cluster specific core	I	coa transferase having broad substrate specificity short-chain acyl-coa thioesters activity decreasing length carboxylic acid chain exceeds four carbons	coa transferase having broad s	2
Cluster specific core	I	2-hydroxy-3-oxopropionate reductase	2-hydroxy-3-oxopropionate redu	1
Cluster specific core	I	alpha beta hydrolase	alpha beta hydrolase	1
Cluster specific core	I	inner membrane ynjf	inner membrane ynjf	1
Cluster specific core	I	enoyl-coa hydratase	enoyl-coa hydratase	1
Cluster specific core	H	catalyzes both atp-dependent activation exogenously supplied lipoate lipoyl-amp transfer activated lipoyl onto lipoyl domains lipoate-dependent enzymes	catalyzes both atp-dependent a	3
Cluster specific core	H	catalyzes decarboxylation 3-octaprenyl-4-hydroxy benzoate 2-octaprenylphenol	catalyzes decarboxylation 3-oc	1
Cluster specific core	H	l-aspartate oxidase	l-aspartate oxidase	4
Cluster specific core	H	catalyzes condensation iminoaspartate dihydroxyacetone phosphate form quinolinate	catalyzes condensation iminoas	1
Cluster specific core	H	catalyzes transfer 4-phosphopantetheine moiety coenzyme apo-domains both entb arcp entf pcp domain. plays essential role assembly enterobactin	catalyzes transfer 4-phosphopa	1
Cluster specific core	K	effects overcome concomitant expression antitoxin soha prlf. massive overexpression toxic. unlike characterized ta systems degrades rrna co-folding proteins necessary vitro inhibition rnase activity. known sequence-specificity. acts transcription factor. yhav prlf complex binds prlf-yhav operon probably negatively regulating expression	effects overcome concomitant e	2
Cluster specific core	K	positive regulator essential expression alld operon. binds alld promoter	positive regulator essential e	2
Cluster specific core	K	flagella biosynthesis fliz	flagella biosynthesis fliz	2
Cluster specific core	K	anti-terminator regulatory	anti-terminator regulatory	2
Cluster specific core	K	transcriptional regulator	transcriptional regulator	58
Cluster specific core	K	transcriptional regulator yidz	transcriptional regulator yidz	2
Cluster specific core	K	nagc-like transcriptional regulator	nagc-like transcriptional regu	2
Cluster specific core	K	propionate catabolism operon regulatory	propionate catabolism operon r	1
Cluster specific core	K	dna-binding transcriptional activator gutm	dna-binding transcriptional ac	1
Cluster specific core	K	lysr transcriptional regulator	lysr transcriptional regulator	10
Cluster specific core	K	parb nuclease	parb nuclease	2
Cluster specific core	K	carbohydrate diacid transcriptional activator cdar	carbohydrate diacid transcript	1
Cluster specific core	K	transcriptional activator fear	transcriptional activator fear	2
Cluster specific core	K	transcriptional activator	transcriptional activator	11
Cluster specific core	K	phage shock	phage shock	1
Cluster specific core	K	bipartite regulator	bipartite regulator	2
Cluster specific core	K	transcriptional activator ogr delta	transcriptional activator ogr 	1
Cluster specific core	K	transcriptional regulator chbr	transcriptional regulator chbr	1
Cluster specific core	K	positive regulator required l-tartrate-dependent anaerobic growth glycerol. induces expression ttda-ttdb- ygje operon	positive regulator required l-	2
Cluster specific core	K	transcriptional activator cadc	transcriptional activator cadc	3
Cluster specific core	K	4-hydroxyphenylacetate catabolism regulatory hpaa	4-hydroxyphenylacetate catabol	1
Cluster specific core	K	gntr transcriptional regulator	gntr transcriptional regulator	2
Cluster specific core	K	activates expression rhabad rhat operons	activates expression rhabad rh	1
Cluster specific core	K	parb-like partition	parb-like partition	1
Cluster specific core	K	d-allose kinase	d-allose kinase	1
Cluster specific core	K	cog antirepressor	cog antirepressor	1
Cluster specific core	K	transcriptional regulator arac	transcriptional regulator arac	7
Cluster specific core	K	arac transcriptional regulator	arac transcriptional regulator	2
Cluster specific core	K	transcriptional antiterminator	transcriptional antiterminator	2
Cluster specific core	J	removes 2-phosphate rna via intermediate phosphate adp-ribosylated nad followed presumed transesterification release rna generate adp- ribose 1-2-cyclic phosphate appr p. adp- ribosylase	removes 2-phosphate rna via in	1
Cluster specific core	J	class peptide chain release factor	class peptide chain release fa	1
Cluster specific core	J	ribosomal-protein-l7 l12-serine acetyltransferase	ribosomal-protein-l7 l12-serin	1
Cluster specific core	J	catalyzes formation 5-methyl-uridine position 1939 m5u1939 23s rrna	catalyzes formation 5-methyl-u	1
Cluster specific core	J	lysyl-trna synthetase	lysyl-trna synthetase	1
Cluster specific core	M	biofilm pga synthesis lipoprotein pgab	biofilm pga synthesis lipoprot	2
Cluster specific core	M	mandelate racemase muconate lactonizing	mandelate racemase muconate la	1
Cluster specific core	M	glycosyltransferase 9 heptosyltransferase	glycosyltransferase 9 heptosyl	2
Cluster specific core	M	bacteriophage n4 receptor outer membrane	bacteriophage n4 receptor oute	3
Cluster specific core	M	gdpmannose 46-dehydratase	gdpmannose 46-dehydratase	3
Cluster specific core	M	type vi secretion icmf	type vi secretion icmf	4
Cluster specific core	M	glycosyl transferase 11	glycosyl transferase 11	1
Cluster specific core	M	outer membrane pgaa	outer membrane pgaa	1
Cluster specific core	M	cellulose synthase regulator	cellulose synthase regulator	2
Cluster specific core	M	rhs element vgr	rhs element vgr	12
Cluster specific core	M	udp-glucose 4-epimerase	udp-glucose 4-epimerase	2
Cluster specific core	M	o-antigen polymerase	o-antigen polymerase	1
Cluster specific core	M	lipopolysaccharide core biosynthesis rfas	lipopolysaccharide core biosyn	1
Cluster specific core	M	dtdp-4-dehydrorhamnose 35-epimerase	dtdp-4-dehydrorhamnose 35-epim	1
Cluster specific core	M	glycosyl transferase 2	glycosyl transferase 2	4
Cluster specific core	M	sugar hydrolase	sugar hydrolase	1
Cluster specific core	M	epimerase dehydratase	epimerase dehydratase	2
Cluster specific core	M	mannose-1-phosphate guanylyltransferase	mannose-1-phosphate guanylyltr	2
Cluster specific core	M	outer membrane channel allows efficient diffusion low-molecular-weight solutes such small sugars tetraglycine. specific substrate recognized ompl channel	outer membrane channel allows 	1
Cluster specific core	M	part multidrug resistance efflux confers resistance compounds such rhodamine 6g erythromycin doxorubicin ethidium bromide tpp sds deoxycholate crystal violet benzalkonium	part multidrug resistance effl	2
Cluster specific core	M	outer membrane usher	outer membrane usher	39
Cluster specific core	M	glycosyl transferase group 1	glycosyl transferase group 1	2
Cluster specific core	M	rhs repeat-associated core	rhs repeat-associated core	1
Cluster specific core	M	udp-glucose 6-dehydrogenase	udp-glucose 6-dehydrogenase	1
Cluster specific core	M	cellulose synthase catalytic	cellulose synthase catalytic	6
Cluster specific core	M	cog yd repeat	cog yd repeat	2
Cluster specific core	M	catalyzes addition phosphoethanolamine moiety outer membrane lipopolysaccharide core similarity. plays role pathogenesis e.coli meningitis. required invasion e.coli k1 brain microvascular endothelial cells bmec. contributes e.coli traversal blood- brain barrier	catalyzes addition phosphoetha	1
Cluster specific core	M	antigen 43	antigen 43	3
Cluster specific core	M	mechanosensitive ion channel	mechanosensitive ion channel	3
Cluster specific core	M	polysaccharide export	polysaccharide export	2
Cluster specific core	M	outer membrane yiat	outer membrane yiat	1
Cluster specific core	M	curli production assembly transport component csgg	curli production assembly tran	1
Cluster specific core	M	pagp required both biosynthesis hepta-acylated lipid species containing palmitate resistance cationic antimicrobial peptides camps. catalyzes transfer palmitate chain 16 0 sn-1 position glycerophospholipid free hydroxyl group r-3- hydroxymyristate chain position 2 lipid endotoxin	pagp required both biosynthesi	2
Cluster specific core	M	outer membrane	outer membrane	77
Cluster specific core	M	lipid core-o-antigen ligase	lipid core-o-antigen ligase	1
Cluster specific core	M	colanic acid biosynthesis acetyltransferase wcab	colanic acid biosynthesis acet	2
Cluster specific core	M	fimbrial usher	fimbrial usher	1
Cluster specific core	M	outer membrane porin	outer membrane porin	1
Cluster specific core	M	outer membrane autotransporter	outer membrane autotransporter	30
Cluster specific core	M	glucarate dehydratase	glucarate dehydratase	2
Cluster specific core	M	glycosyl transferases group 1	glycosyl transferases group 1	2
Cluster specific core	M	abc transporter	abc transporter	1
Cluster specific core	M	glycosyl transferase	glycosyl transferase	9
Cluster specific core	M	polysaccharide biosynthesis	polysaccharide biosynthesis	1
Cluster specific core	M	cog glycosyl transferase 2	cog glycosyl transferase 2	1
Cluster specific core	M	wall formation	wall formation	1
Cluster specific core	M	yd repeat	yd repeat	27
Cluster specific core	M	outer membrane autotransporter barrel	outer membrane autotransporter	9
Cluster specific core	M	tail assembly	tail assembly	1
Cluster specific core	M	cog outer membrane autotransporter	cog outer membrane autotranspo	3
Cluster specific core	L	iscro1 transposase	iscro1 transposase	1
Cluster specific core	L	cog antirestriction	cog antirestriction	2
Cluster specific core	L	resolvase domain-containing	resolvase domain-containing	1
Cluster specific core	L	repair radc	repair radc	2
Cluster specific core	L	pronog methylase	pronog methylase	1
Cluster specific core	L	cog transposase	cog transposase	1
Cluster specific core	L	dna-binding prophage	dna-binding prophage	2
Cluster specific core	L	dnab-like helicase n terminal	dnab-like helicase n terminal	1
Cluster specific core	L	type 1 fimbriae regulatory	type 1 fimbriae regulatory	1
Cluster specific core	L	crispr-associated csy2	crispr-associated csy2	2
Cluster specific core	L	crispr-associated cas5	crispr-associated cas5	1
Cluster specific core	L	pronog integrase	pronog integrase	1
Cluster specific core	L	dna-invertase lambdoid prophage	dna-invertase lambdoid prophag	1
Cluster specific core	L	replication o	replication o	1
Cluster specific core	L	pyrimidine deoxynucleoside triphosphate pyrophosphohydrolase	pyrimidine deoxynucleoside tri	1
Cluster specific core	L	cog represses number genes involved response damage sos response reca lexa. presence single-stranded reca interacts lexa causing autocatalytic cleavage disrupts dna-binding part lexa leading derepression sos regulon eventually repair	cog represses number genes inv	1
Cluster specific core	L	gdp-mannose mannosyl hydrolase	gdp-mannose mannosyl hydrolase	1
Cluster specific core	L	cog retrotransposon	cog retrotransposon	1
Cluster specific core	L	mule transposase	mule transposase	1
Cluster specific core	L	transposase is605 orfb	transposase is605 orfb	2
Cluster specific core	L	phage integrase	phage integrase	2
Cluster specific core	L	rna-directed polymerase	rna-directed polymerase	1
Cluster specific core	L	ybcn lambdoid dlp12 prophage regi	ybcn lambdoid dlp12 prophage r	1
Cluster specific core	L	conjugative transfer trai	conjugative transfer trai	1
Cluster specific core	L	ispsy5 orf1	ispsy5 orf1	1
Cluster specific core	L	cytosine-specific methyltransferase	cytosine-specific methyltransf	1
Cluster specific core	L	primosomal replication n	primosomal replication n	1
Cluster specific core	L	dead deah box helicase	dead deah box helicase	3
Cluster specific core	L	transcriptional regulator arac	transcriptional regulator arac	1
Cluster specific core	L	catalyzes formation phosphodiester linkages between 5-phosphoryl 3-hydroxyl groups double-stranded using nad coenzyme energy source reaction	catalyzes formation phosphodie	2
Cluster specific core	L	crispr clustered regularly interspaced short palindromic repeat adaptive immune provides protection against mobile genetic elements viruses transposable elements conjugative plasmids. crispr clusters contain sequences complementary antecedent mobile elements target invading nucleic acids. crispr clusters transcribed processed crispr rna crrna. acts dsdna endonuclease. involved integration spacer crispr cassette	crispr clustered regularly int	2
Cluster specific core	L	unknown duf303	unknown duf303	1
Cluster specific core	L	reverse transcriptase rna-dependent polymerase	reverse transcriptase rna-depe	1
Cluster specific core	L	crispr-associated cse1	crispr-associated cse1	1
Cluster specific core	L	atp-dependent rna helicase dbpa	atp-dependent rna helicase dbp	2
Cluster specific core	L	transposase is116 is110 is902	transposase is116 is110 is902	2
Cluster specific core	L	cog helicase	cog helicase	1
Cluster specific core	O	serine protease	serine protease	1
Cluster specific core	O	adp-ribosylation crystallin j1	adp-ribosylation crystallin j1	2
Cluster specific core	O	involved biogenesis tora. acts tora before insertion molybdenum cofactor result probably favors conformation apoenzyme competent acquiring cofactor	involved biogenesis tora. acts	3
Cluster specific core	O	glutathione s-transferase	glutathione s-transferase	4
Cluster specific core	O	mg chelatase chli	mg chelatase chli	2
Cluster specific core	O	heat shock	heat shock	1
Cluster specific core	O	protease act efficient specific deubiquitinating enzyme vitro. possess desumoylating deneddylating activities. physiological substrate	protease act efficient specifi	4
Cluster specific core	O	part elfadcg-ycbuvf fimbrial operon promotes adhesion bacteria different abiotic surfaces. required biogenesis elfa fimbriae	part elfadcg-ycbuvf fimbrial o	2
Cluster specific core	O	required maturation urease via functional incorporation urease nickel metallocenter	required maturation urease via	1
Cluster specific core	O	atp-dependent clp protease proteolytic	atp-dependent clp protease pro	2
Cluster specific core	O	xdhc coxi	xdhc coxi	1
Cluster specific core	O	fimbrial chaperone	fimbrial chaperone	3
Cluster specific core	N	flagellar biosynthetic flhb	flagellar biosynthetic flhb	1
Cluster specific core	N	flagellar basal-body rod flgc	flagellar basal-body rod flgc	2
Cluster specific core	N	flagellar basal-body rod flgg	flagellar basal-body rod flgg	2
Cluster specific core	N	flagellar basal-body rod flgf	flagellar basal-body rod flgf	1
Cluster specific core	N	flagellar biosynthesis flha	flagellar biosynthesis flha	2
