Class	COG	Word	Label	Count
Cluster specific rare	C	tartrate dehydrogenase	tartrate dehydrogenase	2
Cluster specific rare	C	succinyl-coa synthetase beta	succinyl-coa synthetase beta	1
Cluster specific rare	C	succinyl-coa ligase adp-forming alpha	succinyl-coa ligase adp-formin	4
Cluster specific rare	C	c4-dicarboxylate transporter	c4-dicarboxylate transporter	3
Cluster specific rare	C	citrate synthase	citrate synthase	1
Cluster specific rare	C	dihydrolipoamide succinyltransferase	dihydrolipoamide succinyltrans	2
Cluster specific rare	C	nadh dehydrogenase f	nadh dehydrogenase f	1
Cluster specific rare	C	2-oxoglutarate dehydrogenase e1 component	2-oxoglutarate dehydrogenase e	3
Cluster specific rare	C	mosc domain-containing	mosc domain-containing	1
Cluster specific rare	C	aldo keto reductase	aldo keto reductase	4
Cluster specific rare	C	nitrite reductase nadph large	nitrite reductase nadph large	2
Cluster specific rare	C	l-sorbose 1-phosphate reductase	l-sorbose 1-phosphate reductas	1
Cluster specific rare	C	l-lactate permease	l-lactate permease	1
Cluster specific rare	C	catalytic periplasmic nitrate reductase nap. expressed high levels aerobic growth. napab complex receives electrons membrane-anchored tetraheme napc thus allowing electron flow between membrane periplasm. essential nitrate assimilation role anaerobic metabolism	catalytic periplasmic nitrate 	1
Cluster specific rare	C	electron transfer periplasmic nitrate reductase complex napab	electron transfer periplasmic 	1
Cluster specific rare	C	aldehyde ferredoxin oxidoreductase	aldehyde ferredoxin oxidoreduc	1
Cluster specific rare	C	l-lactate dehydrogenase	l-lactate dehydrogenase	3
Cluster specific rare	C	nadh ubiquinone oxidoreductase 20 kda	nadh ubiquinone oxidoreductase	1
Cluster specific rare	C	ygfk ygfn forms selenate reductase seems catalyze reduction selenate selenite	ygfk ygfn forms selenate reduc	1
Cluster specific rare	C	cytochrome b561	cytochrome b561	1
Cluster specific rare	C	cytochrome b562	cytochrome b562	2
Cluster specific rare	C	fumarate reductase	fumarate reductase	1
Cluster specific rare	C	phsc homolog	phsc homolog	1
Cluster specific rare	C	alcohol dehydrogenase	alcohol dehydrogenase	15
Cluster specific rare	B	control topological states transient breakage subsequent rejoining strands. topoisomerase ii makes double-strand breaks	control topological states tra	2
Cluster specific rare	B	v-ets erythroblastosis virus e26 oncogene homolog avian	v-ets erythroblastosis virus e	1
Cluster specific rare	B	saccnog bromo	saccnog bromo	1
Cluster specific rare	B	histone deacetylase	histone deacetylase	1
Cluster specific rare	B	histone acetyltransferase	histone acetyltransferase	1
Cluster specific rare	E	n-acetylglutamate synthase	n-acetylglutamate synthase	1
Cluster specific rare	E	s-methylmethionine transporter	s-methylmethionine transporter	1
Cluster specific rare	E	involved glutamate-dependent acid resistance. imports glutamate inside simultaneously exporting periplasm gaba produced gada gadb. gad helps maintain near-neutral intracellular ph cells exposed extremely acidic conditions. ability survive transit through acidic conditions stomach essential successful colonization mammalian host commensal pathogenic bacteria	involved glutamate-dependent a	1
Cluster specific rare	E	proton-dependent permease transports di- tripeptides	proton-dependent permease tran	1
Cluster specific rare	E	oxidative deamination d-amino acids	oxidative deamination d-amino 	1
Cluster specific rare	E	dipeptide transport permease	dipeptide transport permease	2
Cluster specific rare	E	aminotransferase class v	aminotransferase class v	1
Cluster specific rare	E	l-threonine 3-dehydrogenase	l-threonine 3-dehydrogenase	1
Cluster specific rare	E	phosphoadenosine phosphosulfate reductase	phosphoadenosine phosphosulfat	8
Cluster specific rare	E	lysine-specific permease	lysine-specific permease	1
Cluster specific rare	E	o-acetylserine cysteine export	o-acetylserine cysteine export	1
Cluster specific rare	E	amino acid transport	amino acid transport	2
Cluster specific rare	E	superfamily subfamily hydrolase yfhb	superfamily subfamily hydrolas	4
Cluster specific rare	E	abc transporter atp-binding	abc transporter atp-binding	9
Cluster specific rare	E	catalyzes atp-dependent phosphorylation l- homoserine l-homoserine phosphate	catalyzes atp-dependent phosph	1
Cluster specific rare	E	glutathione transferase	glutathione transferase	1
Cluster specific rare	E	peptidase c26	peptidase c26	2
Cluster specific rare	E	glyoxalase bleomycin resistance dioxygenase	glyoxalase bleomycin resistanc	1
Cluster specific rare	E	4-aminobutyrate aminotransferase	4-aminobutyrate aminotransfera	3
Cluster specific rare	E	alpha responsible aldol cleavage indoleglycerol phosphate indole glyceraldehyde 3- phosphate	alpha responsible aldol cleava	1
Cluster specific rare	E	cysteine synthase	cysteine synthase	2
Cluster specific rare	E	reactivating factor ethanolamine ammonia lyase	reactivating factor ethanolami	1
Cluster specific rare	E	phosphoribosyl-amp cyclohydrolase	phosphoribosyl-amp cyclohydrol	2
Cluster specific rare	E	arginine ornithine antiporter	arginine ornithine antiporter	2
Cluster specific rare	E	catalyzes transfer methyl group 5- methyltetrahydrofolate homocysteine resulting methionine formation	catalyzes transfer methyl grou	2
Cluster specific rare	E	catalyzes hydrolysis n-succinyl-ll- diaminopimelic acid sdap forming succinate ll-26- diaminoheptanedioate dap intermediate involved bacterial biosynthesis lysine meso-diaminopimelic acid essential component bacterial walls	catalyzes hydrolysis n-succiny	1
Cluster specific rare	E	homocysteine s-methyltransferase	homocysteine s-methyltransfera	1
Cluster specific rare	E	gamma-glutamyltranspeptidase ec 2.3.2.2	gamma-glutamyltranspeptidase e	1
Cluster specific rare	E	peptidyl-dipeptidase dcp	peptidyl-dipeptidase dcp	1
Cluster specific rare	E	eama-like transporter	eama-like transporter	1
Cluster specific rare	E	ethanolamine utilization eutj	ethanolamine utilization eutj	1
Cluster specific rare	E	catalyzes alphabeta-elimination reaction d- cysteine several d-cysteine derivatives. defense mechanism against d-cysteine	catalyzes alphabeta-eliminatio	1
Cluster specific rare	E	urea amidohydrolase	urea amidohydrolase	5
Cluster specific rare	E	ethanolamine ammonia-lyase small	ethanolamine ammonia-lyase sma	2
Cluster specific rare	E	l-serine dehydratase	l-serine dehydratase	3
Cluster specific rare	E	homoserine kinase	homoserine kinase	1
Cluster specific rare	E	involved formation specific microcompartment metabolism potentially toxic by-products takes place	involved formation specific mi	1
Cluster specific rare	E	tyrosine-specific transport	tyrosine-specific transport	2
Cluster specific rare	E	diaminopropionate ammonia-lyase	diaminopropionate ammonia-lyas	2
Cluster specific rare	E	aminotransferase class ii	aminotransferase class ii	2
Cluster specific rare	E	na solute symporter	na solute symporter	1
Cluster specific rare	E	malonic semialdehyde oxidative decarboxylase	malonic semialdehyde oxidative	1
Cluster specific rare	E	homoserine homoserine lactone efflux	homoserine homoserine lactone 	1
Cluster specific rare	E	converts glutamate gamma-aminobutyrate gaba consuming one intracellular proton reaction. gad helps maintain near-neutral intracellular ph cells exposed extremely acidic conditions. ability survive transit through acidic conditions stomach essential successful colonization mammalian host commensal pathogenic bacteria	converts glutamate gamma-amino	3
Cluster specific rare	E	phosphoserine phosphatase	phosphoserine phosphatase	1
Cluster specific rare	E	sodium glutamate symporter	sodium glutamate symporter	3
Cluster specific rare	E	catalyzes conversion 4-hydroxy- tetrahydrodipicolinate htpa tetrahydrodipicolinate	catalyzes conversion 4-hydroxy	1
Cluster specific rare	E	aminobenzoyl-glutamate utilization	aminobenzoyl-glutamate utiliza	4
Cluster specific rare	E	urea amidohydrolase alpha	urea amidohydrolase alpha	2
Cluster specific rare	E	subfamily ib	subfamily ib	1
Cluster specific rare	E	2-hydroxyglutaryl-coa dehydratase	2-hydroxyglutaryl-coa dehydrat	2
Cluster specific rare	E	putrescine abc transporter	putrescine abc transporter	2
Cluster specific rare	E	lysine exporter lyse ygga	lysine exporter lyse ygga	2
Cluster specific rare	E	abc transporter permease	abc transporter permease	2
Cluster specific rare	E	glycine betaine carnitine choline	glycine betaine carnitine chol	1
Cluster specific rare	E	l-asparagine permease	l-asparagine permease	1
Cluster specific rare	E	involved pyrimidine base degradation. catalyzes physiologically reduction uracil 56-dihydrouracil dhu using nadh specific cosubstrate. catalyzes reverse reaction reduction thymine 56- dihydrothymine dht	involved pyrimidine base degra	1
Cluster specific rare	E	catalyzes removal elemental sulfur cysteine produce alanine	catalyzes removal elemental su	1
Cluster specific rare	E	sodium proline symporter	sodium proline symporter	1
Cluster specific rare	E	catalyzes last two steps biosynthesis 5- methylaminomethyl-2-thiouridine mnm5s2u wobble position u34 trna. catalyzes fad-dependent demodification cmnm5s2u34 nm5s2u34 followed transfer methyl group s-adenosyl-l-methionine nm5s2u34 form mnm5s2u34	catalyzes last two steps biosy	1
Cluster specific rare	E	imidazole acetol-phosphate transaminase	imidazole acetol-phosphate tra	2
Cluster specific rare	E	oligopeptide abc transporter periplasmic oligopeptide-binding	oligopeptide abc transporter p	2
Cluster specific rare	E	igp aicar	igp aicar	6
Cluster specific rare	E	inner membrane transporter yjem	inner membrane transporter yje	2
Cluster specific rare	E	igps catalyzes conversion prfar glutamine igp aicar glutamate. hisf catalyzes cyclization activity produces igp aicar prfar using ammonia provided hish	igps catalyzes conversion prfa	2
Cluster specific rare	E	ethanolamine transporter	ethanolamine transporter	1
Cluster specific rare	E	cleaves n-terminal amino acid tripeptides	cleaves n-terminal amino acid 	1
Cluster specific rare	E	carbamate kinase	carbamate kinase	2
Cluster specific rare	E	5-enolpyruvylshikimate-3-phosphate synthase	5-enolpyruvylshikimate-3-phosp	1
Cluster specific rare	E	dd-heptose 17-bisphosphate phosphatase	dd-heptose 17-bisphosphate pho	1
Cluster specific rare	E	gaba permease	gaba permease	1
Cluster specific rare	E	cog serine acetyltransferase	cog serine acetyltransferase	1
Cluster specific rare	E	proline dehydrogenase pyrroline-5-carboxylate dehydrogenase	proline dehydrogenase pyrrolin	1
Cluster specific rare	E	periplasmic binding	periplasmic binding	1
Cluster specific rare	E	lysine 23-aminomutase	lysine 23-aminomutase	1
Cluster specific rare	E	pyrroline-5-carboxylate reductase	pyrroline-5-carboxylate reduct	1
Cluster specific rare	E	urea amidohydrolase gamma	urea amidohydrolase gamma	2
Cluster specific rare	E	transport atpase	transport atpase	2
Cluster specific rare	E	indole-3-glycerol phosphate synthase	indole-3-glycerol phosphate sy	5
Cluster specific rare	E	acetolactate synthase	acetolactate synthase	3
Cluster specific rare	E	leucine export leue	leucine export leue	1
Cluster specific rare	E	degt dnrj eryc1 strs aminotransferase	degt dnrj eryc1 strs aminotran	1
Cluster specific rare	E	inner membrane yjeh	inner membrane yjeh	2
Cluster specific rare	E	serine transporter	serine transporter	1
Cluster specific rare	E	catalyzes nadph dependent reduction l-gamma- glutamyl 5-phosphate l-glutamate 5-semialdehyde phosphate. product spontaneously undergoes cyclization form 1-pyrroline-5-carboxylate	catalyzes nadph dependent redu	1
Cluster specific rare	E	stereospecific condensation phosphoenolpyruvate pep d-erythrose-4-phosphate e4p giving rise 3-deoxy-d- arabino-heptulosonate-7-phosphate dahp	stereospecific condensation ph	1
Cluster specific rare	E	inner membrane transporter yicl	inner membrane transporter yic	1
Cluster specific rare	E	extracellular solute-binding 5	extracellular solute-binding 5	1
Cluster specific rare	E	nad-dependent shikimate 5-dehydrogenase 2	nad-dependent shikimate 5-dehy	1
Cluster specific rare	E	oligopeptidase b	oligopeptidase b	2
Cluster specific rare	E	4-amino-4-deoxychorismate lyase	4-amino-4-deoxychorismate lyas	2
Cluster specific rare	E	amino acid aldolase racemase	amino acid aldolase racemase	1
Cluster specific rare	E	inner membrane transporter ygji	inner membrane transporter ygj	1
Cluster specific rare	E	glycine cleavage catalyzes degradation glycine. h shuttles methylamine group glycine p t	glycine cleavage catalyzes deg	1
Cluster specific rare	E	tdp-4-oxo-6-deoxy-d-glucose transaminase	tdp-4-oxo-6-deoxy-d-glucose tr	1
Cluster specific rare	E	ankyrin repeat	ankyrin repeat	1
Cluster specific rare	E	d-isomer specific 2-hydroxyacid dehydrogenase catalytic	d-isomer specific 2-hydroxyaci	1
Cluster specific rare	E	asparagine synthetase	asparagine synthetase	1
Cluster specific rare	E	peptidase m24	peptidase m24	1
Cluster specific rare	E	bifunctional chorismate mutase prephenate dehydrogenase	bifunctional chorismate mutase	1
Cluster specific rare	E	glyoxalasebleomycin resistance proteindioxygenase superfamily	glyoxalasebleomycin resistance	1
Cluster specific rare	E	nitrogen regulatory pii	nitrogen regulatory pii	2
Cluster specific rare	E	anthranilate synthase component ii	anthranilate synthase componen	1
Cluster specific rare	E	allantoate amidohydrolase	allantoate amidohydrolase	1
Cluster specific rare	E	ethanolamine utilization	ethanolamine utilization	4
Cluster specific rare	E	alpha-keto-beta-hydroxylacyl reductoisomerase	alpha-keto-beta-hydroxylacyl r	1
Cluster specific rare	E	colanic acid biosynthesis acetyltransferase wcab	colanic acid biosynthesis acet	5
Cluster specific rare	E	valine-pyruvate transaminase	valine-pyruvate transaminase	2
Cluster specific rare	E	amino acid abc transporter	amino acid abc transporter	5
Cluster specific rare	E	d-3-phosphoglycerate dehydrogenase	d-3-phosphoglycerate dehydroge	1
Cluster specific rare	E	allophanate hydrolase 1	allophanate hydrolase 1	1
Cluster specific rare	E	thiamine pyrophosphate	thiamine pyrophosphate	1
Cluster specific rare	E	catalyzes transfer phosphate group glutamate form glutamate 5-phosphate rapidly cyclizes 5- oxoproline	catalyzes transfer phosphate g	5
Cluster specific rare	E	abc transporter	abc transporter	29
Cluster specific rare	E	d-serine deaminase	d-serine deaminase	3
Cluster specific rare	E	hydrolyzes dipeptides containing n-terminal aspartate residues. play role allowing use peptide aspartate spare carbon otherwise required synthesis aspartate amino acids	hydrolyzes dipeptides containi	2
Cluster specific rare	E	ethanolamine utilization euth	ethanolamine utilization euth	1
Cluster specific rare	E	unknown duf955	unknown duf955	4
Cluster specific rare	E	catalyzes reversible conversion 3- phosphohydroxypyruvate phosphoserine 3-hydroxy-2-oxo-4- phosphonooxybutanoate phosphohydroxythreonine	catalyzes reversible conversio	1
Cluster specific rare	E	n-5phosphoribosylanthranilate isomerase	n-5phosphoribosylanthranilate 	1
Cluster specific rare	E	threonine synthase	threonine synthase	1
Cluster specific rare	E	igps catalyzes conversion prfar glutamine igp aicar glutamate. hish provides glutamine amidotransferase activity produces ammonia necessary hisf synthesis igp aicar	igps catalyzes conversion prfa	1
Cluster specific rare	E	amino acid racemase	amino acid racemase	1
Cluster specific rare	E	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	phosphoribosylformimino-5-amin	2
Cluster specific rare	E	ethanolamine utilization cobalamin adenosyltransferase	ethanolamine utilization cobal	1
Cluster specific rare	E	cysteine desulfurase	cysteine desulfurase	1
Cluster specific rare	E	catalyzes hydrolysis n2-succinylarginine n2-succinylornithine ammonia co2	catalyzes hydrolysis n2-succin	2
Cluster specific rare	E	amino acid	amino acid	12
Cluster specific rare	E	inner membrane	inner membrane	6
Cluster specific rare	E	urea transporter	urea transporter	1
Cluster specific rare	E	glutamine synthetase	glutamine synthetase	2
Cluster specific rare	E	presumably involved processing regular turnover intracellular proteins. catalyzes removal unsubstituted n-terminal amino acids various peptides	presumably involved processing	1
Cluster specific rare	E	urea amidohydrolase beta	urea amidohydrolase beta	1
Cluster specific rare	D	ligates lysine onto cytidine present position 34 aua codon-specific trnaile contains anticodon cau atp-dependent manner. cytidine converted lysidine thus changing amino acid specificity trna methionine isoleucine	ligates lysine onto cytidine p	1
Cluster specific rare	D	plasmid stabilisation	plasmid stabilisation	3
Cluster specific rare	D	tyrosine-protein kinase	tyrosine-protein kinase	1
Cluster specific rare	D	plays central role chromosome condensation segregation cycle progression. functions homodimer essential chromosome partition. involved negative supercoiling vivo means organize compact chromosomes. achieve facilitate chromosome segregation condensation both sides centrally located replisome division	plays central role chromosome 	2
Cluster specific rare	D	pronog cytotoxic translational repressor toxin-antitoxin stability	pronog cytotoxic translational	1
Cluster specific rare	D	required chromosome condensation partitioning	required chromosome condensati	1
Cluster specific rare	D	involved chromosome condensation segregation cycle progression. participate facilitating chromosome segregation condensation both sides centrally located replisome division. probably acts via interaction mukb mukf	involved chromosome condensati	2
Cluster specific rare	D	involved chromosome condensation segregation cycle progression. participate facilitating chromosome segregation condensation both sides centrally located replisome division. required mini-f plasmid partitioning. probably acts via interaction mukb muke. overexpression results anucleate cells. calcium binding activity	involved chromosome condensati	2
Cluster specific rare	D	addiction module toxin rele stbe	addiction module toxin rele st	6
Cluster specific rare	D	chromosome plasmid partitioning para	chromosome plasmid partitionin	2
Cluster specific rare	D	cog division ftsk	cog division ftsk	1
Cluster specific rare	D	essential division protein. link together upstream division proteins predominantly cytoplasmic downstream division proteins predominantly periplasmic	essential division protein. li	1
Cluster specific rare	D	murein-degrading enzyme. play role recycling muropeptides elongation division	murein-degrading enzyme. play 	1
Cluster specific rare	D	rele-like cytotoxic translational repressor toxin-antitoxin stability	rele-like cytotoxic translatio	2
Cluster specific rare	D	rgd attachment site containing	rgd attachment site containing	1
Cluster specific rare	D	activates division inhibited chromosomal over-replication	activates division inhibited c	1
Cluster specific rare	D	receptor septal ring structure anchor inner-membrane	receptor septal ring structure	1
Cluster specific rare	D	chromosome segregation condensation both sides centrally located replisome	chromosome segregation condens	6
Cluster specific rare	D	atpase mipz	atpase mipz	1
Cluster specific rare	D	chromosome condensation segregation cycle progression.	chromosome condensation segreg	6
Cluster specific rare	D	2-keto-3-deoxygluconate permease transports degraded pectin products bacterial serve carbon energy sources. hydrogen coupled transport	2-keto-3-deoxygluconate permea	1
Cluster specific rare	D	essential division coordinates division chromosome segregation. n-terminus involved assembly cell-division machinery. c-terminus functions motor moves dsdna atp-dependent manner towards dif recombination site located within replication terminus region. translocation stops specifically xer-dif sites ftsk interacts xer recombinase allowing activation chromosome unlinking recombination. ftsk orienting polar sequences kops guide direction translocation. ftsk remove proteins translocates translocation stops specifically xercd-dif site thereby preventing removal xerc xerd dif	essential division coordinates	1
Cluster specific rare	D	cobqcobbmindpara nucleotide binding	cobqcobbmindpara nucleotide bi	6
Cluster specific rare	D	cobyrinic acid ac-diamide synthase	cobyrinic acid ac-diamide synt	11
Cluster specific rare	D	interacts secy vivo. bind preferentially uncomplexed state secy thus functioning chelating agent excess secy regulatory factor negatively controls translocase	interacts secy vivo. bind pref	1
Cluster specific rare	D	retinitis pigmentosa 1-like 1	retinitis pigmentosa 1-like 1	1
Cluster specific rare	D	toxin hemolytic activity towards mammalian cells. acts forming pore-like structure upon contact mammalian cells	toxin hemolytic activity towar	2
Cluster specific rare	D	arsenical pump-driving atpase	arsenical pump-driving atpase	4
Cluster specific rare	D	chromosome partitioning-like	chromosome partitioning-like	2
Cluster specific rare	D	unknown duf1044	unknown duf1044	1
Cluster specific rare	G	tetracycline resistance	tetracycline resistance	1
Cluster specific rare	G	sugar abc transporter permease	sugar abc transporter permease	1
Cluster specific rare	G	c4-dicarboxylate transport permease large	c4-dicarboxylate transport per	1
Cluster specific rare	G	pts galactitol-specific	pts galactitol-specific	1
Cluster specific rare	G	catalyzes isomerization sedoheptulose 7-phosphate d-glycero-d-manno-heptose 7-phosphate	catalyzes isomerization sedohe	1
Cluster specific rare	G	pts glucitol sorbitol-specific	pts glucitol sorbitol-specific	5
Cluster specific rare	G	eama-like transporter	eama-like transporter	1
Cluster specific rare	G	trap dicarboxylate transporter	trap dicarboxylate transporter	8
Cluster specific rare	G	ribose abc transporter permease	ribose abc transporter permeas	1
Cluster specific rare	G	melibiose sodium symporter	melibiose sodium symporter	1
Cluster specific rare	G	catalyzes dehydration inosose 2-keto-myo- inositol 2kmi 246 35-pentahydroxycyclohexanone 3d- 35 4-trihydroxycyclohexane-12-dione d-23-diketo-4-deoxy-epi- inositol	catalyzes dehydration inosose 	1
Cluster specific rare	G	unknown duf1205	unknown duf1205	2
Cluster specific rare	G	part elfadcg-ycbuvf fimbrial operon promotes adhesion bacteria different abiotic surfaces. elfa major fimbrial produced operon	part elfadcg-ycbuvf fimbrial o	1
Cluster specific rare	G	major facilitator	major facilitator	27
Cluster specific rare	G	o-acetylserine cysteine export	o-acetylserine cysteine export	1
Cluster specific rare	G	inositol monophosphatase	inositol monophosphatase	2
Cluster specific rare	G	transaldolase important balance metabolites pentose-phosphate pathway	transaldolase important balanc	1
Cluster specific rare	G	polysialic acid transport kpsm	polysialic acid transport kpsm	3
Cluster specific rare	G	aldose 1-epimerase	aldose 1-epimerase	1
Cluster specific rare	G	catalyzes phosphorylation n-acetylmannosamine mannac mannac-6-p	catalyzes phosphorylation n-ac	1
Cluster specific rare	G	pyruvate kinase	pyruvate kinase	1
Cluster specific rare	G	transport araj	transport araj	1
Cluster specific rare	G	multifunctional includes general non sugar-specific sugar-specific components phosphoenolpyruvate-dependent sugar phosphotransferase sugar pts. major carbohydrate active-transport catalyzes phosphorylation incoming sugar substrates concomitantly translocation membrane. enzyme transfers phosphoryl group phosphoenolpyruvate pep phosphoryl carrier hpr. hpr transfers phosphoryl group phosphoryl carrier eiia transfers eiib	multifunctional includes gener	1
Cluster specific rare	G	uronic isomerase	uronic isomerase	1
Cluster specific rare	G	hexuronate transporter	hexuronate transporter	1
Cluster specific rare	G	pts maltose- glucose-specific	pts maltose- glucose-specific	3
Cluster specific rare	G	periplasmic binding laci transcriptional regulator	periplasmic binding laci trans	1
Cluster specific rare	G	inner membrane metabolite transport ygcs	inner membrane metabolite tran	3
Cluster specific rare	G	mannitol dehydrogenase	mannitol dehydrogenase	3
Cluster specific rare	G	hydrolase 32	hydrolase 32	1
Cluster specific rare	G	phosphoglucomutase ec 5.4.2.2	phosphoglucomutase ec 5.4.2.2	1
Cluster specific rare	G	proton-dependent permease transports dipeptides	proton-dependent permease tran	2
Cluster specific rare	G	pts lactose cellobiose-specific transporter iib	pts lactose cellobiose-specifi	3
Cluster specific rare	G	iia component	iia component	1
Cluster specific rare	G	d-xylose transporter xylf	d-xylose transporter xylf	1
Cluster specific rare	G	sugar efflux transporter	sugar efflux transporter	1
Cluster specific rare	G	pts glucitol sorbitol-specific transporter iia	pts glucitol sorbitol-specific	1
Cluster specific rare	G	fructose-bisphosphate aldolase	fructose-bisphosphate aldolase	2
Cluster specific rare	G	dihydroxyacetone kinase	dihydroxyacetone kinase	3
Cluster specific rare	G	abc-type sugar transport periplasmic component	abc-type sugar transport perip	2
Cluster specific rare	G	catalyzes phosphorylation incoming sugar substrates concomitant translocation membrane	catalyzes phosphorylation inco	2
Cluster specific rare	G	ec 3.1.3.12	ec 3.1.3.12	1
